Sample_ID	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001	GBA.KTI6.1.dRNA.DVBt.DVB.S10.R1.001.bam	GBA.KTI6.2.dRNA.DVBt.DVB.S11.R1.001.bam	GBA.KTI6.3.dRNA.DVBt.DVB.S12.R1.001.bam	WT.56.1.dRNA.DVBt.DVB.S13.R1.001.bam	WT.56.2.dRNA.DVBt.DVB.S14.R1.001.bam	WT.56.3.dRNA.DVBt.DVB.S15.R1.001.bam
AC002401.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
AC002401.2	1.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	1.0	1.0	2.0	0.0
AC002401.3	1.0	2.0	2.0	5.0	3.0	2.0	0.0	0.0	1.0	2.0	2.0	0.0
AC002401.4	1.0	1.0	0.0	3.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	3.0
AC002407.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
AC002428.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002428.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002429.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002451.1	15.0	14.0	12.0	3.0	2.0	0.0	15.0	21.0	14.0	10.0	7.0	10.0
AC002451.2	2.0	0.0	2.0	1.0	0.0	0.0	4.0	5.0	4.0	4.0	4.0	2.0
AC002456.1	4.0	8.0	7.0	15.0	17.0	12.0	11.0	33.0	25.0	33.0	28.0	24.0
AC002456.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002460.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002463.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0
AC002464.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002465.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002467.1	32.0	29.0	27.0	23.0	44.0	40.0	63.0	64.0	53.0	89.0	62.0	76.0
AC002470.1	8.0	11.0	8.0	16.0	20.0	20.0	12.0	21.0	16.0	22.0	18.0	5.0
AC002470.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
AC002472.1	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
AC002472.2	1.0	0.0	1.0	5.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002472.3	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
AC002472.4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002480.1	17.0	23.0	9.0	6.0	18.0	24.0	6.0	12.0	13.0	17.0	24.0	24.0
AC002480.2	7.0	10.0	3.0	7.0	4.0	8.0	7.0	9.0	22.0	29.0	38.0	40.0
AC002486.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC002486.2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002487.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002504.1	3.0	0.0	6.0	6.0	4.0	2.0	3.0	4.0	1.0	3.0	5.0	4.0
AC002511.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC002511.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
AC002511.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002519.1	10.0	3.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
AC002519.2	292.0	331.0	314.0	184.0	200.0	178.0	250.0	240.0	221.0	181.0	179.0	159.0
AC002524.1	397.0	500.0	624.0	758.0	936.0	1085.0	489.0	536.0	425.0	560.0	430.0	561.0
AC002525.1	6.0	5.0	7.0	38.0	57.0	61.0	10.0	10.0	15.0	3.0	4.0	17.0
AC002540.1	0.0	0.0	2.0	4.0	6.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0
AC002542.1	0.0	3.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	4.0	0.0	0.0
AC002543.1	0.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC002545.1	42.0	45.0	51.0	39.0	52.0	30.0	12.0	13.0	12.0	25.0	18.0	30.0
AC002546.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002550.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002550.2	7.0	5.0	8.0	16.0	19.0	10.0	10.0	8.0	9.0	29.0	20.0	19.0
AC002551.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002553.1	14.0	12.0	13.0	15.0	7.0	8.0	6.0	7.0	11.0	15.0	5.0	4.0
AC002553.2	13.0	27.0	19.0	29.0	17.0	6.0	10.0	4.0	7.0	7.0	10.0	5.0
AC002558.1	1.0	5.0	0.0	5.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
AC002558.2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC002558.3	1.0	5.0	2.0	1.0	1.0	2.0	2.0	1.0	5.0	8.0	0.0	1.0
AC002563.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC002984.1	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
AC002985.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002996.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003001.1	0.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0	1.0
AC003001.2	0.0	1.0	1.0	9.0	5.0	12.0	1.0	1.0	1.0	1.0	5.0	1.0
AC003002.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003002.2	3.0	3.0	1.0	7.0	1.0	7.0	0.0	2.0	2.0	3.0	7.0	5.0
AC003002.3	14.0	12.0	11.0	9.0	14.0	13.0	14.0	11.0	7.0	8.0	3.0	8.0
AC003005.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003005.2	7.0	2.0	5.0	1.0	5.0	6.0	5.0	8.0	3.0	5.0	6.0	4.0
AC003006.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003009.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003035.1	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0
AC003035.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0
AC003043.1	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC003043.2	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0
AC003070.1	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003070.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
AC003071.1	1.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003072.1	37.0	59.0	60.0	82.0	72.0	55.0	51.0	28.0	53.0	50.0	43.0	28.0
AC003080.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003084.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003087.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003092.1	0.0	0.0	0.0	10.0	3.0	0.0	0.0	1.0	0.0	0.0	4.0	4.0
AC003092.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC003098.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003101.1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003101.2	2.0	2.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	0.0	2.0	0.0
AC003101.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003102.1	44.0	55.0	42.0	44.0	54.0	24.0	63.0	41.0	42.0	67.0	43.0	32.0
AC003659.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003666.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC003669.1	0.0	0.0	1.0	3.0	2.0	2.0	1.0	1.0	1.0	0.0	2.0	0.0
AC003681.1	89.0	111.0	101.0	107.0	73.0	67.0	118.0	105.0	94.0	133.0	83.0	41.0
AC003682.1	5.0	6.0	2.0	4.0	2.0	3.0	5.0	2.0	5.0	9.0	4.0	6.0
AC003684.1	6.0	3.0	4.0	1.0	0.0	0.0	8.0	4.0	5.0	0.0	1.0	2.0
AC003685.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003685.2	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003686.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003687.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003688.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003688.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003950.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003956.1	2.0	2.0	3.0	4.0	1.0	2.0	1.0	0.0	0.0	2.0	3.0	2.0
AC003957.1	1.0	3.0	2.0	3.0	1.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0
AC003958.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003958.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
AC003965.1	8.0	6.0	10.0	14.0	21.0	19.0	9.0	4.0	4.0	5.0	2.0	7.0
AC003965.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003973.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003973.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC003975.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC003982.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003984.1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003985.1	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
AC003986.1	102.0	96.0	53.0	47.0	11.0	0.0	721.0	586.0	415.0	309.0	130.0	305.0
AC003986.2	26.0	16.0	11.0	7.0	0.0	0.0	7.0	6.0	10.0	3.0	4.0	5.0
AC003986.3	2.0	14.0	2.0	0.0	0.0	0.0	3.0	3.0	3.0	1.0	2.0	1.0
AC003988.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003989.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003989.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003991.1	2.0	2.0	0.0	6.0	4.0	8.0	1.0	0.0	0.0	2.0	1.0	5.0
AC003991.2	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	1.0	2.0
AC003992.1	0.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	3.0	0.0	1.0	0.0
AC004000.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004004.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004006.1	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
AC004009.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004009.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004009.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004012.1	1.0	2.0	0.0	3.0	0.0	1.0	2.0	1.0	1.0	6.0	2.0	2.0
AC004014.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004014.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004022.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004022.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004023.1	3.0	8.0	12.0	19.0	30.0	25.0	4.0	7.0	1.0	12.0	7.0	10.0
AC004024.1	13.0	5.0	13.0	13.0	9.0	10.0	8.0	2.0	8.0	10.0	11.0	12.0
AC004034.1	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0
AC004039.1	22.0	24.0	28.0	12.0	11.0	13.0	6.0	9.0	12.0	15.0	14.0	11.0
AC004052.1	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC004053.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC004054.1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
AC004057.1	10.0	7.0	13.0	12.0	17.0	12.0	3.0	5.0	6.0	5.0	7.0	7.0
AC004062.1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004063.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004066.1	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	3.0	4.0	2.0
AC004067.1	8.0	8.0	11.0	4.0	12.0	2.0	2.0	6.0	0.0	5.0	10.0	6.0
AC004069.1	17.0	17.0	12.0	29.0	35.0	10.0	10.0	9.0	20.0	33.0	19.0	14.0
AC004069.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004074.1	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004076.1	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0
AC004076.2	44.0	75.0	77.0	123.0	130.0	74.0	25.0	21.0	21.0	100.0	104.0	80.0
AC004080.1	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004080.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004080.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004080.4	1.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004080.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004080.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004112.1	16.0	16.0	20.0	13.0	14.0	20.0	15.0	7.0	10.0	10.0	10.0	11.0
AC004129.1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC004129.2	108.0	93.0	138.0	124.0	137.0	177.0	64.0	77.0	62.0	118.0	95.0	124.0
AC004129.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004130.1	27.0	30.0	30.0	12.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004134.1	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC004147.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004147.2	37.0	26.0	4.0	14.0	8.0	2.0	164.0	131.0	111.0	35.0	17.0	13.0
AC004147.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC004147.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004147.5	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
AC004148.1	0.0	0.0	2.0	0.0	0.0	0.0	112.0	77.0	111.0	161.0	119.0	92.0
AC004156.1	7.0	4.0	7.0	12.0	12.0	18.0	7.0	8.0	7.0	10.0	16.0	12.0
AC004158.1	0.0	2.0	1.0	4.0	5.0	3.0	2.0	2.0	4.0	1.0	1.0	39.0
AC004160.1	22.0	20.0	34.0	39.0	22.0	22.0	28.0	26.0	15.0	21.0	22.0	24.0
AC004160.2	7.0	2.0	5.0	1.0	0.0	0.0	2.0	4.0	3.0	3.0	0.0	1.0
AC004217.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
AC004217.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004221.1	12.0	12.0	9.0	10.0	8.0	23.0	7.0	13.0	14.0	27.0	22.0	21.0
AC004223.1	3.0	1.0	3.0	3.0	2.0	3.0	2.0	1.0	1.0	2.0	1.0	0.0
AC004223.2	1.0	1.0	1.0	2.0	9.0	0.0	4.0	0.0	2.0	2.0	3.0	3.0
AC004223.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004223.4	4.0	5.0	4.0	1.0	1.0	0.0	3.0	5.0	0.0	1.0	1.0	1.0
AC004224.1	0.0	2.0	1.0	1.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0
AC004224.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004231.1	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
AC004231.3	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004232.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004232.2	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	4.0	11.0	2.0	1.0
AC004233.1	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	1.0	1.0	6.0	1.0
AC004233.2	137.0	98.0	88.0	79.0	31.0	4.0	21.0	44.0	34.0	65.0	94.0	95.0
AC004233.3	7.0	19.0	22.0	94.0	121.0	88.0	1.0	0.0	1.0	6.0	2.0	1.0
AC004241.1	9.0	12.0	19.0	7.0	7.0	8.0	7.0	8.0	5.0	11.0	6.0	10.0
AC004241.2	1.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0
AC004241.3	6.0	12.0	8.0	4.0	12.0	11.0	12.0	14.0	10.0	13.0	14.0	21.0
AC004241.4	1.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
AC004241.5	3.0	7.0	10.0	3.0	1.0	3.0	4.0	3.0	3.0	5.0	2.0	4.0
AC004253.1	13.0	11.0	8.0	12.0	4.0	9.0	4.0	0.0	12.0	5.0	6.0	6.0
AC004253.2	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC004257.1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
AC004263.1	0.0	2.0	4.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0
AC004264.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
AC004264.2	3.0	0.0	5.0	4.0	2.0	4.0	1.0	2.0	6.0	6.0	1.0	3.0
AC004381.1	0.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
AC004381.2	1.0	1.0	4.0	5.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
AC004381.3	0.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	1.0	6.0	6.0	0.0
AC004383.1	2.0	4.0	8.0	17.0	17.0	18.0	8.0	5.0	8.0	20.0	12.0	3.0
AC004386.1	0.0	1.0	1.0	0.0	2.0	3.0	5.0	3.0	5.0	2.0	1.0	0.0
AC004386.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004408.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004408.2	0.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0
AC004415.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004448.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004448.2	1.0	0.0	0.0	5.0	2.0	2.0	1.0	0.0	0.0	10.0	0.0	4.0
AC004448.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004449.1	3.0	5.0	9.0	15.0	18.0	10.0	6.0	5.0	8.0	9.0	12.0	6.0
AC004453.1	1380.0	1224.0	2092.0	1364.0	2165.0	1268.0	1015.0	1034.0	767.0	1184.0	913.0	1208.0
AC004453.2	20.0	9.0	17.0	48.0	44.0	28.0	14.0	20.0	19.0	20.0	27.0	20.0
AC004461.1	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	3.0	3.0	0.0
AC004461.2	2.0	11.0	5.0	8.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0
AC004466.1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0
AC004466.2	0.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0
AC004466.3	3.0	0.0	6.0	5.0	2.0	0.0	6.0	1.0	8.0	2.0	0.0	2.0
AC004467.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004470.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004471.1	0.0	0.0	1.0	2.0	2.0	6.0	2.0	5.0	3.0	3.0	4.0	4.0
AC004471.2	0.0	4.0	7.0	7.0	13.0	8.0	5.0	4.0	4.0	9.0	9.0	14.0
AC004477.1	26.0	47.0	43.0	51.0	43.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004477.2	0.0	0.0	0.0	0.0	0.0	0.0	25.0	27.0	17.0	35.0	30.0	20.0
AC004485.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
AC004486.1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
AC004490.1	1.0	3.0	2.0	4.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
AC004491.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC004492.1	64.0	53.0	31.0	53.0	27.0	25.0	46.0	18.0	19.0	28.0	24.0	28.0
AC004494.1	1.0	2.0	3.0	2.0	1.0	0.0	1.0	1.0	2.0	2.0	1.0	2.0
AC004494.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004522.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC004522.2	0.0	2.0	1.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004528.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004528.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004540.1	129.0	149.0	188.0	136.0	117.0	142.0	277.0	275.0	273.0	233.0	161.0	178.0
AC004540.2	428.0	512.0	404.0	99.0	118.0	120.0	442.0	407.0	562.0	339.0	170.0	302.0
AC004542.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004542.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004543.1	17.0	20.0	28.0	10.0	8.0	1.0	10.0	4.0	9.0	10.0	13.0	14.0
AC004551.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004552.1	7.0	8.0	13.0	8.0	11.0	15.0	7.0	4.0	2.0	4.0	2.0	6.0
AC004554.1	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004554.2	2.0	1.0	2.0	2.0	4.0	3.0	0.0	1.0	1.0	6.0	5.0	4.0
AC004556.1	119.0	115.0	127.0	24.0	25.0	22.0	3.0	3.0	3.0	3.0	9.0	10.0
AC004584.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC004584.2	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
AC004584.3	1.0	5.0	4.0	4.0	5.0	4.0	4.0	0.0	6.0	8.0	1.0	3.0
AC004585.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC004585.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004590.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004593.1	0.0	1.0	3.0	1.0	1.0	1.0	20.0	16.0	17.0	33.0	48.0	21.0
AC004593.2	32.0	36.0	54.0	43.0	26.0	14.0	1.0	0.0	0.0	1.0	0.0	1.0
AC004594.1	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
